Gender,Age,State,Mode of Entry,EDT 111 (2),ITE 101 (2),EDT 112 (2),ITE 102 (2),EDT 113 (2),ITE 103 (2),EDT 114 (2),ITE 104 (2),EDT 115 (2),ITE 105 (2),EDT 116 (2),GNS 111 (2),EDU 111 (2),GNS 112 (2),EDU 112 (2),ASE 114 (2),SSE 115 (2),ASE 116 (2),EDT 117 (2),EDT 118 (2),EDT 119 (2),EDT 120 (2),EDT 121 (2),EDT 122 (2),EDT 123 (2),EDT 124 (2),ITE 201 (2),SSE 201 (2),EDT 211 (2),SSE 202 (2),ITE 202 (2),GSE 202 (2),EDU 212 (2),EDU 211 (2),EDT 212 (2),ITE 203 (2),EDT 203 (3),EDT 214 (2),ITE 204 (2),EDT 215 (2),ITE 206 (2),ITE 207 (2),ITE 208 (2),GNS 211 (2),GNS 212 (2),EDT 213 (2),EDU 213 (2),EDU 214 (2),EDU 215 (2),EDU 216 (2),EDT 216 (2),EDT 217 (2),EDT 218 (2),EDT 219 (2),EDT 220 (2),EDT 221 (2),EDT 222 (2),EDT 223 (1),EDT 224 (2),EDT 225 (2),EDT 226 (2),EDT 227 (2),EDT 228 (2),EDT 229 (2),EDT 230 (2),EDT 311 (2),ITE 301 (2),GSE 301 (3),SSE 302 (2),EDT 312 (2),ITE 302 (2),EDT 313 (2),ITE 303 (2),EDT 314 (2),ITE 304 (2),SSE 304 (3),AED 305 (2),EDT 315 (2),EDT 316 (2),ITE 306 (2),EDT 317 (2),EDT 318 (2),EDT 319 (2),ITE 307 (2),ITE 308 (2),EDT 310 (2),HED 310 (2),GNS 311 (2),EDU 311 (2),GNS 312 (1),EDU 312 (2),EDU 313 (2),EDU 314 (2),EDU 315 (2),EDU 316 (3),EDT 320 (2),EDT 321 (2),EDT 322 (2),EDT 323 (2),EDT 324 (2),EDT 325 (2),EDT 326 (2),EDT 327 (2),EDT 328 (2),EDT 329 (2),DLC 400 (0),EDT 411 (3),EDU 412 (2),EDT 412 (2),AED 403 (2),EDT 413 (2),SSE 404 (2),EDT 414 (2),SED 405 (2),EDT 415 (2),SED 406 (2),EMA 407 (2),CED 408 (2),EDT 410 (2),EDU 411 (4),EDU 413 (2),EDU 414 (2),EDU 415 (2),EDU 416 (2),EDT 416 (2),EDU 417 (2),EDT 417 (2),EDT 418 (2),EDT 419 (2),EDT 420 (2),EDT 421 (2),EDT 422 (2),EDT 423 (2),EDT 424 (2),EDT 425 (2),EDU 499 (4),Final CGPA,Class of Degree
Male,18,kwara,UTME,83,,61,,80,,61,,68,,60,51,50,51,45,,,,,49,68,,50,,,57,,,46,,,45,45,49,68,,,68,,61,,,,61,45,55,53,67,50,45,,65,,49,,52,55,,,,55,,,,,50,,72,,59,,50,,56,,,,49,79,,,,,,,,,48,54,56,60,54,58,52,45,68,56,47,,,,,66,,,,45,64,,,63,,66,,,,,,,59,67,46,45,60,75,65,,68,50,71,,46,,,,65,3.064327485,Second Class Lower
Male,18,oyo,UTME,82,,85,,77,,67,,71,,70,76,74,72,51,,,,,62,62,,,,,56,,,58,,,51,65,60,55,,,79,,,,,,73,47,55,60,68,66,62,,,,59,,72,73,,,62,55,,,,,59,,72,,67,,60,,61,,,,67,93,,,,,,,,,63,59,51,64,70,74,67,53,71,60,,,,,,66,,,,50,84,,,62,,66,,,,,,,69,64,67,58,71,66,54,,62,62,72,,53,,,,63,4.012195122,Second Class Upper
Female,18,ondo,UTME,70,,70,,80,,51,,63,,,45,60,48,45,,,,,61,72,,52,,,60,,,59,,,52,45,53,47,,,81,,,,,,59,51,54,65,64,64,46,73,,,56,,51,73,,,71,60,,,,,57,,80,,45,,55,,52,,,,70,82,,,,,,,,,47,55,46,50,67,62,65,45,61,60,,,,,,60,,,,45,75,,,86,,70,,,,,,,60,63,52,54,62,78,60,,56,55,66,,70,,,,63,3.601190476,Second Class Upper
Male,17,ondo,UTME,86,,77,,78,,80,,72,,61,67,65,65,46,,,,,67,67,,37,,,56,,,64,,,45,58,66,47,,,75,,,,,,67,57,60,67,73,71,74,,58,,55,,66,64,,,65,54,,,,,64,,61,,50,,56,,51,,,,61,83,,,,,,,,,52,60,54,58,84,70,84,58,76,61,,,,,,56,,,,51,78,,,45,,65,,,,,,,64,60,61,45,70,51,63,,62,63,62,,54,,,,60,3.680722892,Second Class Upper
Female,17,osun,UTME,97,,85,,78,,73,,68,,76,62,68,76,71,,,,,78,73,,61,,,64,,,68,,,50,68,64,47,,,84,,,,,,76,52,62,82,65,65,62,,53,,73,50,60,73,,45,70,58,,,,,67,,60,,75,,62,,66,,,,52,91,,,,45,,,,,71,59,70,78,90,76,81,72,74,64,,,,,,63,,,,53,79,,,65,,55,,,,,,,60,60,67,67,73,61,66,,70,70,61,,21,,,,67,4.090361446,Second Class Upper
Female,19,kwara,UTME,78,,70,,80,,66,,63,,66,59,58,51,48,,,,,63,63,,,,,66,,,49,,,45,53,55,50,,,73,,,,,,57,45,47,72,64,46,47,,,,53,,48,62,,45,64,70,,,,,54,,70,,64,,57,,46,,,,59,73,,,,,,,,,45,56,45,46,73,54,59,45,45,50,,,,,70,61,,,,56,67,,,67,,71,,,,,,,61,64,55,52,50,75,61,,70,62,60,,67,,,,63,3.287292818,Second Class Lower
Male,23,kwara,UTME,77,,72,,46,,59,,63,,,62,67,56,49,,,,,66,58,,48,,,52,,,58,,,45,62,55,57,,,74,,,,,,65,52,55,56,63,60,58,,,,59,,65,66,,,53,57,,,,,62,,60,,62,,61,,62,,,,70,84,,,,,,,,,49,58,67,65,75,64,74,51,68,58,,,,,,51,,,,48,71,,,50,,58,,,,,,,61,72,62,53,68,64,68,,62,66,52,,55,,,,71,3.620481928,Second Class Upper
Female,20,ogun,UTME,78,,75,,81,,64,,70,,82,57,58,66,46,,,,,61,65,,60,,,67,,,57,,,49,45,61,65,,,78,,,,,,62,57,61,54,61,55,59,,,,55,,56,62,,,71,72,,,,,61,,68,,70,,60,,56,,,,72,81,,,,,,,,,54,59,50,58,73,62,75,47,56,64,,,,,,68,,,,50,76,,,68,,70,,,,,,,60,57,58,57,67,74,62,,62,64,65,,53,,,,64,3.804878049,Second Class Upper
Male,19,kogi,UTME,67,,66,,57,,64,,65,,45,64,49,59,45,,,,,64,74,,45,,,53,,,57,,,49,45,50,45,,,70,,,,,,51,45,55,64,61,46,45,,,,50,,48,61,,,60,53,,,,,53,,73,,60,,48,,48,,,,57,66,,,,,,,,,45,59,45,55,63,58,53,45,67,55,,,,,,61,,,,45,66,,,45,,51,,,,,,,62,54,58,62,56,56,53,,45,66,65,,47,,,,60,3.148809524,Second Class Lower
Female,18,osun,UTME,81,,63,,74,,63,,,,47,50,63,55,45,,,,,57,61,,33,,,57,,,53,,,45,47,52,50,,,61,,,,,,58,47,50,62,51,54,53,,,,47,,45,49,,,70,52,,,,,54,,70,,54,,58,,52,,,,47,77,,,,,,,,,47,54,45,55,68,60,63,46,54,58,,,,,,54,,,,48,63,,,56,,70,,,,,,,64,67,50,64,51,51,52,,68,70,45,,56,,,,60,3.246987952,Second Class Lower
Male,18,kwara,UTME,93,,85,,81,,79,,72,,64,74,63,64,65,,,,,79,68,,78,,,55,,,65,,,52,60,71,67,,,81,,,,,,76,45,65,80,61,80,63,,,,72,,79,75,,,71,56,,,,,67,,79,,79,,70,,62,,,,79,94,,,,,,,,,59,64,74,73,80,70,85,66,77,63,71,,,,,65,,,,53,82,,,79,,45,,,,,,,63,54,71,68,70,83,57,,66,60,61,,75,,,,57,4.267857143,Second Class Upper
Female,21,plateau,UTME,60,,69,,65,,59,,38,,57,48,53,47,45,,,,,59,74,,51,,,60,,,60,,,45,45,52,48,,,69,,,,,,64,45,47,62,63,57,60,,,,58,,46,65,,,72,64,,,,,57,,66,,47,,62,,53,,,,69,81,,,77,45,,,,,58,58,60,60,62,52,71,45,55,61,,,,,,63,,,,47,59,,,45,,50,,,,,,,58,61,61,65,48,60,62,,66,66,61,,56,,,,64,3.107142857,Second Class Lower
Female,18,plateau,UTME,90,,76,,,,72,,65,,78,58,58,71,58,,,,58,77,68,,,,,64,,,55,,,48,58,63,64,,,75,,,,,,73,52,55,74,64,69,61,,76,,62,,62,63,,,,66,,,,,54,,73,,62,,53,,53,,,,69,77,,,,,,,,,45,60,55,73,65,50,80,58,56,62,,,,,,53,,,,48,83,,,45,,63,,,,,,,59,57,61,60,57,60,47,,58,70,45,,0,,54,,52,3.695652174,Second Class Upper
Female,17,kwara,UTME,67,,64,,61,,53,,68,,45,56,46,50,50,,,,,54,68,,,,,70,,,47,,,55,45,56,57,,,78,,,,,,58,52,49,45,56,51,51,,,,55,,54,60,,,68,64,,,,,56,,72,,54,,60,,56,,,,58,66,,,,,,,,,45,59,49,49,62,60,70,58,53,60,,,,,,48,,,,77,71,,,55,,70,,,,,,,60,55,67,71,67,66,60,,60,60,65,,73,,,,52,3.391566265,Second Class Lower
Female,21,kogi,UTME,81,,73,,74,,65,,67,,63,59,66,65,52,,,,,71,66,,60,,,54,,,58,,,45,45,60,50,,,73,,,,,,61,47,64,65,62,71,45,,,,64,,67,70,,,62,64,,,,,60,,50,,62,,70,,56,,,,58,87,,,,,,,,,45,57,57,63,84,56,73,49,61,70,,,,,,67,,75,,68,74,,,47,,45,,,,,,,68,66,65,65,58,72,60,,60,67,50,,0,,64,,60,3.525423729,Second Class Upper
Male,17,kano,UTME,84,,80,,81,,67,,75,,48,49,52,68,51,,,,,57,58,,,,,56,,,59,,,45,46,54,55,,,75,,,,,,64,45,51,61,50,72,59,,,,65,,47,61,,,65,61,,,,,51,,72,,48,,55,,52,,,,54,78,,,,,,,,,60,54,56,58,71,48,69,53,59,55,56,,,,,64,,,,51,73,,,60,,63,,,,,,,63,58,70,48,67,67,54,,62,65,61,,58,,,,68,3.554216867,Second Class Upper
Female,21,kogi,UTME,97,,89,,,,78,,,,84,60,72,80,75,,,,64,89,65,,85,,,53,,,66,,,50,69,88,75,,,88,,,,,,79,67,67,86,66,91,83,,,,78,,85,76,,,77,71,,,,,76,,71,,82,,74,,59,,,,72,93,,,,,,,,,65,60,73,72,78,66,94,74,79,63,56,,,,,77,,,,70,80,,,84,,74,,,,,,,67,61,70,70,67,81,63,,66,60,73,,75,,,,70,4.590361446,First Class
Male,19,osun,Remedial,77,,73,,75,,68,,68,,54,46,48,54,45,,,,,60,63,,40,,,70,,,58,,,45,54,53,53,,,61,,,,,,54,51,49,50,66,46,46,,,,55,,56,53,,,51,72,,,,,50,,67,,45,,72,,53,,,,60,81,,,,,,,,,56,55,56,54,70,52,50,50,61,62,,,,,,54,,,,46,57,,,45,,50,,,,,,,60,61,52,52,53,65,58,,68,62,62,,0,,57,,60,3.174418605,Second Class Lower
Female,17,oyo,UTME,72,,71,,75,,60,,,,73,56,58,60,45,,,,57,54,62,,46,,,55,,,52,,,45,47,56,51,,,66,,,,,,62,59,52,72,60,53,53,,,,53,,60,59,,,52,71,,,,,58,,70,,65,,63,,50,,,,55,90,,,,,,,,,56,55,65,61,70,68,74,55,65,60,63,,,,,60,,,,74,77,,,63,,70,,,,,,,64,61,67,64,65,76,55,,60,75,63,,65,,,,66,3.560240964,Second Class Upper
Male,18,osun,UTME,76,,78,,81,,67,,58,,76,64,60,68,54,,,,,71,73,,51,,,62,,,56,,,46,63,48,50,,,74,,,,,,63,56,56,64,62,70,53,57,,,64,,63,61,,,62,66,,,,,70,,65,,60,,50,,54,,,,62,82,,,,,,,,,54,58,58,72,75,64,70,55,67,62,51,,,,,47,,,,45,78,,,50,,55,,,,,,,64,58,53,71,60,50,64,,56,70,67,,53,,,,60,3.702380952,Second Class Upper
Female,17,cross river,UTME,84,,80,,78,,70,,,,61,68,67,74,55,,,,,69,73,,46,,,60,,,58,,,50,56,60,47,,,76,,,,,,62,54,45,69,53,64,59,,,,67,,59,56,,,80,56,,,,,56,,75,,65,,50,,53,,,,57,88,,,,,,,,,47,55,57,65,65,64,58,57,71,60,,,,,,64,,,,45,75,,,46,,68,,,,,,,62,62,62,50,66,50,60,,64,74,47,,63,,,,64,3.542168675,Second Class Upper
Female,22,oyo,UTME,75,,69,,80,,64,,,,84,61,55,69,45,,,,54,54,66,,,,,56,,,55,,,48,45,65,61,,,76,,,,,,68,52,56,65,60,61,50,,,,69,,55,66,,,,62,50,,,,59,,60,,60,,52,,45,,,,61,74,,,,,,,,,45,54,55,49,72,52,69,52,67,58,51,,,,,68,,,,57,72,,,60,,70,,,,,,,65,64,56,67,58,67,57,,56,73,65,,60,,,,63,3.608433735,Second Class Upper
Male,17,oyo,UTME,82,,81,,67,,80,,65,,63,67,58,75,64,,,,,68,63,,56,,,55,,,65,,,45,61,69,50,,,84,,,,,,74,58,63,75,64,80,75,,,,69,,74,71,,,72,62,,,,,74,,75,,62,,60,,62,,,,69,84,,,,,,,,,54,55,75,72,45,64,88,65,72,60,,,,,70,56,,,,45,79,,,55,,70,,,,,,,62,58,57,47,65,77,60,,70,72,45,,0,,64,,64,3.932926829,Second Class Upper
Male,19,kwara,UTME,64,,66,,68,,55,,41,,56,45,49,46,45,,,,48,45,63,,,,,60,,,50,,,45,45,52,45,,,62,,,,,,58,45,45,55,49,48,45,,,,54,,53,,,,60,70,,,,,46,,70,,45,,,,,,,,,,,,,,,,,,45,55,50,51,53,54,53,45,,,,,,,,45,,,,,52,,,45,,65,,,,,,,58,55,47,55,45,,57,,70,50,,,0,,,,56,2.103825137,Third Class
Male,18,kwara,UTME,75,,68,,66,,56,,49,,65,48,53,52,45,,,,,45,60,,38,,,66,,,50,,,46,49,47,45,,,70,,,,,,70,45,51,64,63,45,60,,45,,48,,52,49,,,30,54,,45,,,56,,75,,60,,51,,70,,,,,79,,,,,,,,,53,60,59,68,55,58,60,58,69,45,,,,,,50,,,,53,73,,,45,,63,,,,,,,59,68,60,64,68,63,61,,68,64,65,,53,,,,64,2.944444444,Second Class Lower
Male,17,kwara,UTME,92,,76,,76,,64,,48,,71,54,55,54,53,,,,,65,65,,63,,,70,,,60,,,47,65,58,49,,,83,,,,,,65,46,55,73,66,61,68,,,,76,,68,71,,,64,61,,,,,72,,77,,73,,71,,56,,,,78,92,,,,,,,,,53,54,64,66,83,56,86,66,65,62,48,,,,,63,,,,61,76,,,78,,45,,,,,,,63,66,70,72,65,72,64,,64,71,55,,72,,,,60,4.006024096,Second Class Upper
Male,15,kogi,UTME,69,,79,,,,68,,64,,,53,61,62,45,,,,43,52,65,,,,,63,,,54,,,53,51,47,55,,,80,,,,,,66,51,61,56,66,57,52,,,,56,,63,68,,,50,55,,,,45,53,,67,,74,,63,,51,,,,60,96,,,,,,,,,56,58,63,56,68,68,63,51,71,60,52,,,,,53,,,,46,75,,,48,,70,,,,,,,57,55,62,53,59,74,60,,70,65,60,,47,,,,60,3.524691358,Second Class Upper
Male,17,kogi,UTME,86,,80,,80,,68,,74,,81,59,68,62,45,,,,,76,64,,,,,56,,,62,,,50,64,62,63,,,76,,,,,,79,55,57,85,71,75,66,,,,73,,72,71,,,68,72,,,,,58,,71,,62,,48,,59,,,,71,95,,,,,,,,,50,55,72,60,66,62,88,63,74,52,,,,,,58,,,,62,81,,,53,,56,,,,,,,64,56,71,76,63,74,58,,70,62,67,,46,,,,51,4.01242236,Second Class Upper
Female,23,kogi,UTME,91,,64,,70,,58,,65,,70,64,63,50,47,,,,,59,61,,67,,,68,,,62,,,45,45,63,55,,,69,,,,,,64,48,54,50,50,63,51,,,,58,,55,49,,,63,64,,,,,55,,70,,62,,58,,48,,,,60,90,,,,,,,,,47,59,51,57,68,56,73,45,56,62,,,,,,53,,,,50,77,,,52,,50,,,,,,,56,61,61,58,58,61,45,,64,62,60,,0,,53,,55,3.311764706,Second Class Lower
Female,22,ogun,UTME,86,,71,,77,,73,,66,,,55,64,64,57,,,,,76,68,,65,,,75,,,59,,,45,46,58,55,,,78,,,,,,54,45,55,64,64,56,54,,,,60,,54,60,,,,72,,,,,53,,85,,52,,66,,58,,,,62,70,,,,,,,,,58,56,48,46,84,64,57,50,57,58,,,,,,68,,,,68,73,,,74,,63,,,,,,,66,65,58,45,53,78,66,,68,72,75,,68,,,,71,3.719512195,Second Class Upper
Female,20,kwara,UTME,87,,74,,72,,63,,62,,50,53,55,64,60,,,,60,68,74,,73,,,62,,,48,,,45,45,53,45,,,78,,86,,,,73,52,55,83,62,60,53,,,,62,,49,58,,,,72,,,,,50,,75,,54,,63,,51,,,,73,72,,,,,,,,,48,61,55,62,57,56,70,58,62,65,58,,,,,68,,,,60,71,,,45,,68,,,,,,,63,60,53,62,57,72,60,,64,66,56,,66,,,,62,3.75,Second Class Upper
Female,17,kwara,UTME,59,,63,,75,,59,,58,,60,52,48,58,45,,,,,48,68,,52,,,50,,,51,,,45,45,46,51,,,63,,,,,,48,45,47,49,63,62,58,,67,,61,,64,54,,,,64,48,,,,57,,83,,52,,61,,48,,,,60,78,,,,,,,,,45,58,53,51,56,48,61,55,55,56,,,,,,70,,,,45,79,,,66,,70,,,,,,,67,60,58,45,50,74,64,,72,70,62,,65,,,,68,2.906593407,Second Class Lower
Female,22,kwara,UTME,71,,64,,56,,52,,46,,45,49,52,47,45,,,,,45,68,,54,,,62,,,51,,,63,45,59,45,,,56,,,,,,55,45,45,58,47,47,,,,,52,,49,60,,,,70,,,,,47,,,,67,,45,,50,,,,45,72,,,,,,,,,45,61,50,51,83,66,49,45,53,58,,,,,,50,,,,45,71,,,45,,54,,,,,,,65,61,54,46,60,,,,72,57,45,,0,,,,56,2.209677419,Third Class
Female,17,kogi,UTME,74,,81,,70,,67,,65,,45,63,55,56,46,,,,,57,74,,57,,,53,,,55,,,45,45,51,48,,,64,,,,,,63,53,45,51,66,54,52,,,,62,,57,55,,,,50,,,,,50,,72,,55,,47,,45,,,,61,66,,,,,,,,,45,55,52,61,58,46,70,45,52,60,,,,,66,71,,,,57,60,,,68,,70,,,,,,,63,60,58,48,49,,64,,72,66,63,,0,,70,,70,3.265060241,Second Class Lower
Female,20,kwara,UTME,81,,70,,72,,51,,,,53,46,64,52,59,,,,56,74,71,,67,,,70,,,53,,,45,47,55,58,,,86,,,,,,58,45,54,76,65,46,62,,,,70,,62,59,,,,71,,,,,54,,82,,60,,65,,55,,,,58,87,,,,,,,,,45,57,57,61,89,70,76,53,67,62,,,,,,47,,,,60,66,,,60,,45,,,,,,,63,60,57,60,55,70,70,,72,56,48,,68,,,,68,3.680722892,Second Class Upper
Female,17,kogi,UTME,84,,78,,75,,54,,67,,55,60,51,53,48,,,,,63,63,,62,,,60,,,48,,,47,47,59,54,,,75,,58,,,,73,45,45,62,66,54,51,,,,54,,50,63,,,,53,,,,,46,,60,,52,,60,,50,,,,70,77,,,,,,,,,45,57,49,62,61,60,57,48,57,60,,,,,,62,,,,48,77,,,45,,45,,,,,,,68,62,61,45,58,58,71,,72,73,61,,0,,54,,67,3.385542169,Second Class Lower
Male,17,oyo,UTME,80,,79,,75,,64,,66,,,60,49,56,47,,,,,62,60,,35,,,70,,,59,,,49,46,59,61,,,71,,,,,,64,57,63,82,66,55,54,,,,65,,62,63,,,63,70,,,,,55,,70,,70,,51,,57,,,,65,80,,,,,,,,,59,60,49,55,60,66,70,48,65,58,,,,,,50,,,,71,74,,,48,,68,,,,,,,61,62,62,70,60,65,60,,72,61,52,,0,,66,,64,3.759036145,Second Class Upper
Male,24,kwara,UTME,66,,61,,74,,57,,45,,62,46,46,50,45,,,,,56,72,,45,,,70,,,54,,,45,45,47,58,,,58,,,,,,55,45,48,66,54,58,45,50,,,54,,50,57,,,,70,,,,,53,,70,,45,,55,,50,,,,59,77,,,,,,,,,45,63,45,61,62,56,52,45,55,54,,,,,60,52,,,,56,65,,,51,,67,,,,,,,67,61,55,45,52,80,56,,64,70,56,,0,,61,,61,2.902702703,Second Class Lower
Male,19,kogi,UTME,71,,73,,75,,63,,66,,70,49,54,48,47,,,,,66,65,,65,,,70,,,61,,,45,45,45,47,,,71,,,,,,52,45,46,55,47,62,48,,,,65,,48,54,,,60,70,,,,,47,,67,,47,,46,,51,,,,45,74,,,,,,,,,45,55,45,48,74,48,60,45,57,55,,,,,,56,,,,45,70,,,46,,67,,,,,,,57,58,52,51,52,50,57,,72,56,45,,0,,45,,55,2.965517241,Second Class Lower
Male,17,kwara,UTME,76,,75,,60,,69,,67,,45,54,61,60,56,,,,,48,71,,46,,,62,,,55,,,54,45,46,50,,,66,,,,,,62,49,60,60,64,55,57,,,,53,,59,66,,,64,61,,,,,51,,88,,74,,60,,56,,,,72,89,,,,,,,,,45,55,64,58,60,64,63,53,62,57,,,,,,56,,,,57,73,,,75,,74,,,,,,,59,61,63,54,63,82,55,,66,68,60,,0,,56,,52,3.596385542,Second Class Upper
Female,17,kwara,UTME,86,,77,,75,,81,,75,,84,72,58,59,54,,,,61,69,74,,65,,,71,,,56,,,49,61,76,68,,,80,,,,,,72,67,55,84,68,67,68,,,,59,,86,64,,,71,71,,,,,70,,80,,52,,54,,64,,,,75,88,,,,,,,,,48,54,59,66,89,74,68,72,66,64,,,,,72,61,,,,57,80,,,68,,58,,,,,,,61,60,65,68,68,50,56,,68,71,70,,45,,,,55,4.058139535,Second Class Upper
Female,20,lagos,Remedial,69,,72,,74,,64,,67,,,56,54,48,45,,,,,74,66,,,,,56,,,57,,,45,46,54,56,,,68,,,,,,48,45,56,67,60,54,52,,,,56,,55,63,,,65,66,,,,,53,,71,,50,,75,,49,,,,66,81,,,,50,,,,,49,54,48,53,77,58,78,45,64,63,,,,,,71,,,,58,67,61,,65,,65,,,,,,,62,62,67,68,63,70,64,,72,70,60,,71,,,,62,3.319767442,Second Class Lower
Female,18,kwara,UTME,90,,82,,71,,80,,73,,72,62,64,69,58,,,,,65,65,,60,,,54,,,52,,,51,57,64,58,,,86,,,,,,68,47,60,77,67,65,65,,,,63,,63,63,,,61,71,,,,,65,,67,,70,,62,,57,,,,79,91,,,,,,,,,60,58,64,63,57,70,82,66,67,66,52,,,,,47,,,,46,80,,,60,,71,,,,,,,61,45,67,62,67,74,63,,60,72,73,,47,,,,62,3.964285714,Second Class Upper
Female,17,ogun,UTME,78,,81,,72,,60,,68,,52,60,50,52,45,,,,,58,64,,,,,50,,,46,,,45,45,51,60,,,67,,,,,,53,45,52,57,65,54,52,,,,59,,65,64,,,72,56,,,,,67,,80,,64,,69,,57,,,,63,80,,,,,,,,,45,62,50,47,77,54,61,46,62,55,,,,,,67,,,,65,63,,,53,,72,,,,,,,64,66,54,58,50,71,62,,72,67,61,,73,,,,70,3.555555556,Second Class Upper
Male,18,kwara,UTME,85,,73,,79,,74,,,,84,62,58,79,65,,,,56,73,65,,45,,,52,,,59,,,45,50,69,55,,,76,,,,,,76,47,59,68,70,76,56,,,,57,,56,65,,,54,56,,,,,49,,53,,55,,56,,57,,,,61,78,,,,,,,,,52,55,64,60,53,58,73,57,60,57,,,,,62,60,,,,70,67,,,45,,64,,,,,,,53,58,64,68,70,61,68,,64,75,63,,0,,63,,62,3.701219512,Second Class Upper
Female,17,benue,UTME,84,,74,,75,,59,,66,,47,53,50,57,46,,,,,69,68,,55,,,62,,,56,,,45,45,57,50,,,74,,,,,,70,46,50,50,67,49,60,,,,64,,69,56,,,52,71,,,,,54,,83,,50,,49,,56,,,,51,73,,,,,,,,,59,60,54,60,66,62,62,45,55,54,,,,,,45,,,,45,63,45,,,,57,,,,,,,63,56,45,45,55,50,54,,72,45,55,,0,,,,70,3.321212121,Second Class Lower
Female,24,oyo,UTME,84,,77,,79,,62,,68,,74,63,59,64,49,,,,,66,75,,78,,,55,,,59,,,45,55,67,68,,,74,,,,,,57,45,65,84,64,59,63,,,,62,,55,58,,,68,70,,,,,59,,90,,65,,67,,55,,,,71,90,,,,,,,,,49,58,45,64,88,60,79,61,58,57,,,,,,62,,,,67,81,,,74,,68,,,,,,,67,60,60,82,61,72,58,,72,64,64,,65,,,,70,3.945783133,Second Class Upper
Male,18,ogun,UTME,76,,70,,74,,56,,70,,64,53,53,58,45,,,,,58,75,,60,,,60,,,56,,,45,45,46,57,,,69,,,,,,62,45,53,56,58,57,53,85,,,55,,61,60,,,52,62,,,,,52,,70,,72,,54,,56,,,,63,70,,,45,,,,,,45,62,45,52,51,62,58,45,57,54,,,,,,55,,,,53,69,,,67,,70,,,,,,,67,67,55,66,57,54,60,,72,73,54,,60,,,,66,3.353658537,Second Class Lower
Female,18,osun,UTME,71,,69,,77,,62,,65,,67,61,64,71,45,,,,56,64,67,,,,,65,,,52,,,45,53,50,60,,,71,,,,,,65,45,52,54,60,49,55,,,,52,,57,60,,,60,60,,,,,57,,50,,54,,56,,58,,,,66,79,,,,,,,,,54,55,49,52,57,58,69,55,54,55,,,,,,65,,,,45,75,,,60,,56,,,,,,,59,66,45,47,51,65,57,,58,63,55,,58,,,,64,3.445783133,Second Class Lower
Male,23,kogi,UTME,89,,82,,70,,80,,66,,74,51,76,70,53,,,,,71,60,,56,,,70,,,54,,,49,65,65,51,,,81,,,,,,81,65,59,61,74,74,70,,,,68,,72,64,,,54,72,,,,,62,,70,,75,,65,,60,,,,67,86,,,,,,,,,52,55,69,64,76,64,82,67,70,57,,,,,67,70,,,,64,72,,,45,,65,,,,,,,70,64,72,57,55,77,66,,60,60,55,,54,,,,62,3.941176471,Second Class Upper
Male,18,osun,UTME,87,,66,,74,,68,,69,,56,55,50,53,45,,,,,61,76,,45,,,51,,,60,,,56,48,58,54,,,75,,66,,,,62,59,62,63,67,64,66,,,,65,,65,62,,,65,56,,,,,58,,75,,65,,73,,52,,,,73,81,,,,,,,,,49,61,53,53,70,54,77,56,66,60,,,,,,66,,,,47,75,,,62,,63,,,,,,,64,68,70,45,60,74,68,,68,62,60,,62,,,,68,3.755952381,Second Class Upper
Female,19,oyo,UTME,78,,80,,78,,60,,67,,64,47,61,60,53,,,,,69,68,,50,,,60,,,50,,,45,48,56,74,,,77,,,,,,56,45,65,78,57,52,56,,,,60,,60,60,,,61,70,,,,,62,,72,,50,,61,,55,,,,64,82,,,,,,,,,48,55,45,60,75,56,62,59,60,57,,,,,,70,,,,62,71,,,45,,64,,,,,,,66,66,48,55,64,77,67,,62,70,70,,70,,,,65,3.698795181,Second Class Upper
Male,20,ondo,UTME,78,,63,,65,,66,,48,,76,51,54,52,45,,,,,51,62,,,,,50,,,52,,,45,45,51,47,,,66,,,,,,66,51,48,71,72,52,54,,,,54,,56,56,,,50,52,,,,,52,,54,,51,,45,,71,,,,52,66,,,,,,,,,45,59,49,50,51,58,62,45,51,53,,,,,,50,,,,51,61,,,46,,45,,,,,,,59,58,52,54,48,55,45,,68,51,50,,51,,,,50,2.91011236,Second Class Lower
Male,20,kwara,UTME,85,,73,,72,,64,,68,,,52,51,59,59,,,,,68,66,,52,,,70,,,55,,,45,45,57,55,,,63,,,,,,62,46,67,64,70,50,49,,,,65,,60,59,,,50,72,,,,,64,,62,,64,,50,,52,,,,63,74,,,,,,,,,56,62,58,48,70,58,70,46,71,48,65,,,,,74,,,,56,73,,,58,,68,,,,,,,60,62,55,58,54,74,62,,56,62,61,,45,,,,70,3.686746988,Second Class Upper
Female,20,kwara,UTME,77,,82,,75,,56,,69,,60,61,47,58,45,,,,,56,60,,,,,58,,,56,,,51,49,53,61,,,70,,,,,,64,45,59,74,61,63,65,,,,66,,54,55,,,75,52,,,,,62,,73,,55,,60,,50,,,,55,89,,,,,,,,,45,58,63,63,56,57,71,50,66,58,,,,,,54,,,,54,78,,,82,,75,,,,,,,64,56,47,65,50,60,66,,60,68,58,,74,,,,67,3.533333333,Second Class Upper
